id, alg, baseSeed,iterations,nsgaIterations,N,D(antiga),GD,IGD,S
../instances/566/3-8-60__0.txt,nsga2-v3,0,10,97.800003,8,584.909241,0.008927,0.003651,0.974131
../instances/566/3-8-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-8-60__0.txt,nsga3-v3,0,10,107.800003,8,538.175232,0.007092,0.003090,0.957803
../instances/566/3-8-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-8-60__0.txt,nsga2-v3,0,10,153.100006,8,500.926666,0.005994,0.002973,0.955646
../instances/566/4-8-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-8-60__0.txt,nsga3-v3,0,10,147.300003,7,542.655273,0.009711,0.003025,0.948255
../instances/566/4-8-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-8-60__0.txt,nsga2-v3,0,10,173.300003,8,458.465515,0.011641,0.002632,0.922105
../instances/566/5-8-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-8-60__0.txt,nsga3-v3,0,10,165.699997,7,447.774963,0.008979,0.002816,0.971771
../instances/566/5-8-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-60__0.txt,nsga2-v3,0,10,33.700001,8,1024.958252,0.004412,0.003489,1.006006
../instances/566/2-16-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-60__0.txt,nsga3-v3,0,10,34.500000,7,1040.435425,0.006235,0.003735,1.003371
../instances/566/2-16-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-60__0.txt,nsga2-v3,0,10,57.500000,7,1229.291016,0.004457,0.003816,0.992014
../instances/566/3-16-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-60__0.txt,nsga3-v3,0,10,57.500000,7,1203.255249,0.004601,0.003718,1.019451
../instances/566/3-16-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-60__0.txt,nsga2-v3,0,10,77.599998,7,1396.549316,0.005248,0.003996,1.013042
../instances/566/4-16-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-60__0.txt,nsga3-v3,0,10,76.599998,8,1279.943970,0.004995,0.003845,0.997092
../instances/566/4-16-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-60__0.txt,nsga2-v3,0,10,88.900002,8,1805.780029,0.006736,0.005168,0.973251
../instances/566/5-16-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-60__0.txt,nsga3-v3,0,10,75.300003,8,1629.084717,0.006836,0.004676,0.973249
../instances/566/5-16-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-4-80__0.txt,nsga2-v3,0,10,118.699997,7,391.456390,0.005144,0.001916,0.919938
../instances/566/2-4-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-4-80__0.txt,nsga3-v3,0,10,112.199997,8,390.640381,0.004951,0.001787,0.906553
../instances/566/2-4-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-4-80__0.txt,nsga2-v3,0,10,155.899994,8,277.961487,0.004250,0.001639,0.861383
../instances/566/3-4-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-4-80__0.txt,nsga3-v3,0,10,160.600006,7,268.214905,0.003487,0.001527,0.906700
../instances/566/3-4-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-4-80__0.txt,nsga2-v3,0,10,225.899994,8,301.293152,0.004342,0.001939,0.889762
../instances/566/4-4-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-4-80__0.txt,nsga3-v3,0,10,220.399994,8,453.319275,0.004936,0.002382,0.893662
../instances/566/4-4-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-4-80__0.txt,nsga2-v3,0,10,254.500000,7,447.658997,0.005831,0.003838,0.870691
../instances/566/5-4-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-4-80__0.txt,nsga3-v3,0,10,297.899994,8,486.604797,0.006005,0.004015,0.887911
../instances/566/5-4-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-8-80__0.txt,nsga2-v3,0,10,44.900002,8,915.228333,0.006595,0.003402,0.939094
../instances/566/2-8-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-8-80__0.txt,nsga3-v3,0,10,31.500000,9,970.383301,0.006142,0.003457,0.973453
../instances/566/2-8-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-8-80__0.txt,nsga2-v3,0,10,59.500000,8,762.705688,0.006363,0.002650,0.953999
../instances/566/3-8-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-8-80__0.txt,nsga3-v3,0,10,65.199997,7,781.336792,0.007289,0.002791,0.945673
../instances/566/3-8-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-8-80__0.txt,nsga2-v3,0,10,80.699997,7,1352.536133,0.005117,0.004696,0.949846
../instances/566/4-8-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-8-80__0.txt,nsga3-v3,0,10,161.399994,7,1014.788757,0.003583,0.003917,0.950105
../instances/566/4-8-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-8-80__0.txt,nsga2-v3,0,10,161.199997,8,828.458191,0.023537,0.004187,0.944116
../instances/566/5-8-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-8-80__0.txt,nsga3-v3,0,10,199.899994,9,806.783386,0.024648,0.004281,0.972392
../instances/566/5-8-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-80__0.txt,nsga2-v3,0,10,22.000000,9,1255.838501,0.008332,0.004326,1.029209
../instances/566/2-16-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-80__0.txt,nsga3-v3,0,10,25.400000,8,1369.223755,0.011264,0.004427,1.008977
../instances/566/2-16-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-80__0.txt,nsga2-v3,0,10,46.700001,8,1255.619629,0.006194,0.002591,1.002691
../instances/566/3-16-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-80__0.txt,nsga3-v3,0,10,48.000000,8,1273.200562,0.005577,0.002523,1.011793
../instances/566/3-16-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-80__0.txt,nsga2-v3,0,10,58.799999,8,1353.329102,0.005838,0.003337,0.998903
../instances/566/4-16-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-80__0.txt,nsga3-v3,0,10,65.800003,7,1172.352295,0.005042,0.003124,1.013437
../instances/566/4-16-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-80__0.txt,nsga2-v3,0,10,67.500000,8,1418.249023,0.006038,0.003555,0.997106
../instances/566/5-16-80__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-80__0.txt,nsga3-v3,0,10,77.500000,8,1386.454468,0.005141,0.003352,0.989778
../instances/566/5-16-80__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-4-100__0.txt,nsga2-v3,0,10,99.400002,8,628.595276,0.006263,0.002490,0.910424
../instances/566/2-4-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-4-100__0.txt,nsga3-v3,0,10,104.900002,9,731.493958,0.006713,0.002831,0.890836
../instances/566/2-4-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-4-100__0.txt,nsga2-v3,0,10,177.300003,8,390.798157,0.004480,0.001391,0.831682
../instances/566/3-4-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-4-100__0.txt,nsga3-v3,0,10,256.000000,6,591.079956,0.004181,0.002200,0.898222
../instances/566/3-4-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-4-100__0.txt,nsga2-v3,0,10,211.899994,8,287.512634,0.004253,0.001466,0.907107
../instances/566/4-4-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-4-100__0.txt,nsga3-v3,0,10,212.399994,8,289.162476,0.004184,0.001425,0.908957
../instances/566/4-4-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-4-100__0.txt,nsga2-v3,0,10,260.700012,8,391.279541,0.005592,0.002155,0.825459
../instances/566/5-4-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-4-100__0.txt,nsga3-v3,0,10,268.299988,7,567.059692,0.005823,0.002435,0.881961
../instances/566/5-4-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-8-100__0.txt,nsga2-v3,0,10,59.599998,8,1428.518433,0.005894,0.004798,0.948104
../instances/566/2-8-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-8-100__0.txt,nsga3-v3,0,10,47.700001,7,1519.398071,0.006106,0.004894,0.937617
../instances/566/2-8-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-8-100__0.txt,nsga2-v3,0,10,76.300003,8,1151.263916,0.007038,0.003727,0.964491
../instances/566/3-8-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-8-100__0.txt,nsga3-v3,0,10,75.400002,8,1164.759155,0.007285,0.003597,0.962488
../instances/566/3-8-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-8-100__0.txt,nsga2-v3,0,10,121.099998,9,1037.671143,0.007249,0.003386,0.984033
../instances/566/4-8-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-8-100__0.txt,nsga3-v3,0,10,134.000000,8,948.400879,0.006808,0.003055,0.981003
../instances/566/4-8-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-8-100__0.txt,nsga2-v3,0,10,130.000000,8,1027.216675,0.006688,0.003964,0.984237
../instances/566/5-8-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-8-100__0.txt,nsga3-v3,0,10,152.000000,9,1033.984741,0.006092,0.004120,0.979402
../instances/566/5-8-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-100__0.txt,nsga2-v3,0,10,13.200000,9,3256.488770,0.015760,0.007318,0.982109
../instances/566/2-16-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-100__0.txt,nsga3-v3,0,10,15.800000,8,2174.055908,0.011651,0.006322,0.972869
../instances/566/2-16-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-100__0.txt,nsga2-v3,0,10,35.299999,8,1646.758423,0.008165,0.003790,0.957461
../instances/566/3-16-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-100__0.txt,nsga3-v3,0,10,38.200001,8,1621.327515,0.007564,0.003734,0.983518
../instances/566/3-16-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-100__0.txt,nsga2-v3,0,10,50.799999,8,1507.775146,0.005892,0.003064,1.016234
../instances/566/4-16-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-100__0.txt,nsga3-v3,0,10,53.299999,8,1674.111694,0.007748,0.003530,1.004838
../instances/566/4-16-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-100__0.txt,nsga2-v3,0,10,65.800003,8,1947.299194,0.005046,0.003631,1.004349
../instances/566/5-16-100__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-100__0.txt,nsga3-v3,0,10,68.099998,8,1864.228516,0.004758,0.003326,0.990454
../instances/566/5-16-100__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
